timestamp,kw
2018-01-03 23:00:00,309920
2018-01-03 23:15:00,309920
2018-01-03 23:30:00,324820
2018-01-03 23:45:00,318860
2018-01-04 00:00:00,271320
2018-01-04 00:15:00,263340
2018-01-04 00:30:00,273980
2018-01-04 00:45:00,263340
2018-01-04 01:00:00,261850
2018-01-04 01:15:00,270389
2018-01-04 01:30:00,281773
2018-01-04 01:45:00,284620
2018-01-04 02:00:00,238046
2018-01-04 02:15:00,256902
2018-01-04 02:30:00,245117
2018-01-04 02:45:00,252188
2018-01-04 03:00:00,276060
2018-01-04 03:15:00,263160
2018-01-04 03:30:00,283800
2018-01-04 03:45:00,252840
2018-01-04 04:00:00,244118
2018-01-04 04:15:00,249312
2018-01-04 04:30:00,254506
2018-01-04 04:45:00,246715
2018-01-04 05:00:00,259688
2018-01-04 05:15:00,275751
2018-01-04 05:30:00,246302
2018-01-04 05:45:00,259688
2018-01-04 06:00:00,353905
2018-01-04 06:15:00,353905
2018-01-04 06:30:00,350330
2018-01-04 06:45:00,350330
2018-01-04 07:00:00,344926
2018-01-04 07:15:00,351624
2018-01-04 07:30:00,308089
2018-01-04 07:45:00,338228
2018-01-04 08:00:00,391476
2018-01-04 08:15:00,418608
2018-01-04 08:30:00,368220
2018-01-04 08:45:00,399228
2018-01-04 09:00:00,349267
2018-01-04 09:15:00,341914
2018-01-04 09:30:00,386032
2018-01-04 09:45:00,393385
2018-01-04 10:00:00,346104
2018-01-04 10:15:00,364320
2018-01-04 10:30:00,393465
2018-01-04 10:45:00,360676
2018-01-04 11:00:00,428370
2018-01-04 11:15:00,441221
2018-01-04 11:30:00,454072
2018-01-04 11:45:00,458355
2018-01-04 12:00:00,439604
2018-01-04 12:15:00,375661
2018-01-04 12:30:00,411629
2018-01-04 12:45:00,439604
2018-01-04 13:00:00,383219
2018-01-04 13:15:00,425799
2018-01-04 13:30:00,418057
2018-01-04 13:45:00,414186
2018-01-04 14:00:00,398678
2018-01-04 14:15:00,351129
2018-01-04 14:30:00,351129
2018-01-04 14:45:00,398678
2018-01-04 15:00:00,368555
2018-01-04 15:15:00,354380
2018-01-04 15:30:00,336661
2018-01-04 15:45:00,343748
2018-01-04 16:00:00,352838
2018-01-04 16:15:00,314787
2018-01-04 16:30:00,328624
2018-01-04 16:45:00,332083
2018-01-04 17:00:00,384857
2018-01-04 17:15:00,342487
2018-01-04 17:30:00,356610
2018-01-04 17:45:00,324833
2018-01-04 18:00:00,444496
2018-01-04 18:15:00,385230
2018-01-04 18:30:00,427563
2018-01-04 18:45:00,423330
2018-01-04 19:00:00,370272
2018-01-04 19:15:00,358701
2018-01-04 19:30:00,381843
2018-01-04 19:45:00,366415
2018-01-04 20:00:00,429957
2018-01-04 20:15:00,426048
2018-01-04 20:30:00,363509
2018-01-04 20:45:00,359600
2018-01-04 21:00:00,316460
2018-01-04 21:15:00,343682
2018-01-04 21:30:00,336877
2018-01-04 21:45:00,360696
2018-01-04 22:00:00,386045
2018-01-04 22:15:00,346358
2018-01-04 22:30:00,357182
2018-01-04 22:45:00,389653
2018-01-04 23:00:00,279300
2018-01-04 23:15:00,267900
2018-01-04 23:30:00,270750
2018-01-04 23:45:00,273600
2018-01-05 00:00:00,306683
2018-01-05 00:15:00,289486
2018-01-05 00:30:00,266556
2018-01-05 00:45:00,312415
2018-01-05 01:00:00,269179
2018-01-05 01:15:00,315489
2018-01-05 01:30:00,286545
2018-01-05 01:45:00,301017
2018-01-05 02:00:00,272745
2018-01-05 02:15:00,235552
2018-01-05 02:30:00,270265
2018-01-05 02:45:00,235552
2018-01-05 03:00:00,269854
2018-01-05 03:15:00,280982
2018-01-05 03:30:00,297674
2018-01-05 03:45:00,272636
2018-01-05 04:00:00,256120
2018-01-05 04:15:00,266164
2018-01-05 04:30:00,273697
2018-01-05 04:45:00,231011
2018-01-05 05:00:00,288659
2018-01-05 05:15:00,253257
2018-01-05 05:30:00,294105
2018-01-05 05:45:00,283212
2018-01-05 06:00:00,372788
2018-01-05 06:15:00,358852
2018-01-05 06:30:00,330980
2018-01-05 06:45:00,369304
2018-01-05 07:00:00,379142
2018-01-05 07:15:00,353623
2018-01-05 07:30:00,331749
2018-01-05 07:45:00,401016
2018-01-05 08:00:00,352013
2018-01-05 08:15:00,337191
2018-01-05 08:30:00,377950
2018-01-05 08:45:00,355718
2018-01-05 09:00:00,374890
2018-01-05 09:15:00,334461
2018-01-05 09:30:00,352838
2018-01-05 09:45:00,356513
2018-01-05 10:00:00,327099
2018-01-05 10:15:00,345072
2018-01-05 10:30:00,363044
2018-01-05 10:45:00,355855
2018-01-05 11:00:00,387011
2018-01-05 11:15:00,394675
2018-01-05 11:30:00,348693
2018-01-05 11:45:00,413834
2018-01-05 12:00:00,421644
2018-01-05 12:15:00,417776
2018-01-05 12:30:00,352015
2018-01-05 12:45:00,355883
2018-01-05 13:00:00,409120
2018-01-05 13:15:00,394107
2018-01-05 13:30:00,394107
2018-01-05 13:45:00,390353
2018-01-05 14:00:00,347146
2018-01-05 14:15:00,374374
2018-01-05 14:30:00,357357
2018-01-05 14:45:00,316516
2018-01-05 15:00:00,324254
2018-01-05 15:15:00,334493
2018-01-05 15:30:00,327667
2018-01-05 15:45:00,337906
2018-01-05 16:00:00,358131
2018-01-05 16:15:00,354654
2018-01-05 16:30:00,323361
2018-01-05 16:45:00,337269
2018-01-05 17:00:00,430768
2018-01-05 17:15:00,403104
2018-01-05 17:30:00,379392
2018-01-05 17:45:00,418912
2018-01-05 18:00:00,334880
2018-01-05 18:15:00,393760
2018-01-05 18:30:00,390080
2018-01-05 18:45:00,379040
2018-01-05 19:00:00,364782
2018-01-05 19:15:00,346901
2018-01-05 19:30:00,325443
2018-01-05 19:45:00,368358
2018-01-05 20:00:00,390218
2018-01-05 20:15:00,362627
2018-01-05 20:30:00,425692
2018-01-05 20:45:00,390218
2018-01-05 21:00:00,388476
2018-01-05 21:15:00,412020
2018-01-05 21:30:00,392400
2018-01-05 21:45:00,431640
2018-01-05 22:00:00,306432
2018-01-05 22:15:00,335160
2018-01-05 22:30:00,325584
2018-01-05 22:45:00,341544
2018-01-05 23:00:00,299145
2018-01-05 23:15:00,284763
2018-01-05 23:30:00,296269
2018-01-05 23:45:00,313527
2018-01-06 00:00:00,287508
2018-01-06 00:15:00,265392
2018-01-06 00:30:00,265392
2018-01-06 00:45:00,257098
2018-01-06 01:00:00,269269
2018-01-06 01:15:00,249685
2018-01-06 01:30:00,252133
2018-01-06 01:45:00,239894
2018-01-06 02:00:00,275600
2018-01-06 02:15:00,303160
2018-01-06 02:30:00,259063
2018-01-06 02:45:00,272844
2018-01-06 03:00:00,301312
2018-01-06 03:15:00,287616
2018-01-06 03:30:00,298572
2018-01-06 03:45:00,298572
2018-01-06 04:00:00,280644
2018-01-06 04:15:00,264607
2018-01-06 04:30:00,277971
2018-01-06 04:45:00,288662
2018-01-06 05:00:00,299760
2018-01-06 05:15:00,293940
2018-01-06 05:30:00,320133
2018-01-06 05:45:00,311402
2018-01-06 06:00:00,287760
2018-01-06 06:15:00,279840
2018-01-06 06:30:00,261360
2018-01-06 06:45:00,274560
2018-01-06 07:00:00,303534
2018-01-06 07:15:00,315097
2018-01-06 07:30:00,271735
2018-01-06 07:45:00,283298
2018-01-06 08:00:00,336105
2018-01-06 08:15:00,336105
2018-01-06 08:30:00,329175
2018-01-06 08:45:00,329175
2018-01-06 09:00:00,285770
2018-01-06 09:15:00,310352
2018-01-06 09:30:00,307280
2018-01-06 09:45:00,316498
2018-01-06 10:00:00,343197
2018-01-06 10:15:00,346346
2018-01-06 10:30:00,321157
2018-01-06 10:45:00,343197
2018-01-06 11:00:00,383635
2018-01-06 11:15:00,340204
2018-01-06 11:30:00,336585
2018-01-06 11:45:00,329347
2018-01-06 12:00:00,324421
2018-01-06 12:15:00,324421
2018-01-06 12:30:00,314879
2018-01-06 12:45:00,343504
2018-01-06 13:00:00,314900
2018-01-06 13:15:00,331650
2018-01-06 13:30:00,331650
2018-01-06 13:45:00,308200
2018-01-06 14:00:00,337708
2018-01-06 14:15:00,344203
2018-01-06 14:30:00,298742
2018-01-06 14:45:00,337708
2018-01-06 15:00:00,372017
2018-01-06 15:15:00,382546
2018-01-06 15:30:00,347450
2018-01-06 15:45:00,368508
2018-01-06 16:00:00,342254
2018-01-06 16:15:00,301805
2018-01-06 16:30:00,286248
2018-01-06 16:45:00,298694
2018-01-06 17:00:00,329789
2018-01-06 17:15:00,363441
2018-01-06 17:30:00,336520
2018-01-06 17:45:00,336520
2018-01-06 18:00:00,326781
2018-01-06 18:15:00,359100
2018-01-06 18:30:00,387828
2018-01-06 18:45:00,330372
2018-01-06 19:00:00,370660
2018-01-06 19:15:00,349680
2018-01-06 19:30:00,335692
2018-01-06 19:45:00,363667
2018-01-06 20:00:00,347664
2018-01-06 20:15:00,365402
2018-01-06 20:30:00,351212
2018-01-06 20:45:00,383140
2018-01-06 21:00:00,307492
2018-01-06 21:15:00,343476
2018-01-06 21:30:00,359832
2018-01-06 21:45:00,323848
2018-01-06 22:00:00,286672
2018-01-06 22:15:00,304777
2018-01-06 22:30:00,304777
2018-01-06 22:45:00,286672
2018-01-06 23:00:00,311685
2018-01-06 23:15:00,347775
2018-01-06 23:30:00,331370
2018-01-06 23:45:00,324809
2018-01-07 00:00:00,306424
2018-01-07 00:15:00,297752
2018-01-07 00:30:00,306424
2018-01-07 00:45:00,268844
2018-01-07 01:00:00,305200
2018-01-07 01:15:00,314356
2018-01-07 01:30:00,289940
2018-01-07 01:45:00,277732
2018-01-07 02:00:00,240727
2018-01-07 02:15:00,266893
2018-01-07 02:30:00,259043
2018-01-07 02:45:00,272126
2018-01-07 03:00:00,255109
2018-01-07 03:15:00,216962
2018-01-07 03:30:00,238420
2018-01-07 03:45:00,236035
2018-01-07 04:00:00,274942
2018-01-07 04:15:00,280130
2018-01-07 04:30:00,246411
2018-01-07 04:45:00,277536
2018-01-07 05:00:00,252700
2018-01-07 05:15:00,277970
2018-01-07 05:30:00,235010
2018-01-07 05:45:00,235010
2018-01-07 06:00:00,307774
2018-01-07 06:15:00,310651
2018-01-07 06:30:00,290516
2018-01-07 06:45:00,276134
2018-01-07 07:00:00,300762
2018-01-07 07:15:00,355740
2018-01-07 07:30:00,320166
2018-01-07 07:45:00,313698
2018-01-07 08:00:00,320205
2018-01-07 08:15:00,280179
2018-01-07 08:30:00,307890
2018-01-07 08:45:00,289416
2018-01-07 09:00:00,317190
2018-01-07 09:15:00,307380
2018-01-07 09:30:00,343350
2018-01-07 09:45:00,359700
2018-01-07 10:00:00,399168
2018-01-07 10:15:00,351120
2018-01-07 10:30:00,373296
2018-01-07 10:45:00,402864
2018-01-07 11:00:00,388960
2018-01-07 11:15:00,321776
2018-01-07 11:30:00,357136
2018-01-07 11:45:00,332384
2018-01-07 12:00:00,301428
2018-01-07 12:15:00,301428
2018-01-07 12:30:00,354426
2018-01-07 12:45:00,334552
2018-01-07 13:00:00,328255
2018-01-07 13:15:00,346291
2018-01-07 13:30:00,357112
2018-01-07 13:45:00,339076
2018-01-07 14:00:00,337478
2018-01-07 14:15:00,323268
2018-01-07 14:30:00,355240
2018-01-07 14:45:00,333925
2018-01-07 15:00:00,300048
2018-01-07 15:15:00,344736
2018-01-07 15:30:00,331968
2018-01-07 15:45:00,319200
2018-01-07 16:00:00,373848
2018-01-07 16:15:00,388227
2018-01-07 16:30:00,355875
2018-01-07 16:45:00,381038
2018-01-07 17:00:00,341013
2018-01-07 17:15:00,359152
2018-01-07 17:30:00,362780
2018-01-07 17:45:00,355524
2018-01-07 18:00:00,389649
2018-01-07 18:15:00,385632
2018-01-07 18:30:00,429819
2018-01-07 18:45:00,381615
2018-01-07 19:00:00,352251
2018-01-07 19:15:00,366484
2018-01-07 19:30:00,359368
2018-01-07 19:45:00,334461
2018-01-07 20:00:00,390716
2018-01-07 20:15:00,361228
2018-01-07 20:30:00,390716
2018-01-07 20:45:00,390716
2018-01-07 21:00:00,400608
2018-01-07 21:15:00,389052
2018-01-07 21:30:00,381348
2018-01-07 21:45:00,404460
2018-01-07 22:00:00,329175
2018-01-07 22:15:00,336105
2018-01-07 22:30:00,367290
2018-01-07 22:45:00,356895
2018-01-07 23:00:00,285812
2018-01-07 23:15:00,339206
2018-01-07 23:30:00,336065
2018-01-07 23:45:00,304657
2018-01-08 00:00:00,264132
2018-01-08 00:15:00,258796
2018-01-08 00:30:00,248123
2018-01-08 00:45:00,250792
2018-01-08 01:00:00,258969
2018-01-08 01:15:00,256272
2018-01-08 01:30:00,294038
2018-01-08 01:45:00,275155
2018-01-08 02:00:00,240094
2018-01-08 02:15:00,240094
2018-01-08 02:30:00,279670
2018-01-08 02:45:00,279670
2018-01-08 03:00:00,273577
2018-01-08 03:15:00,273577
2018-01-08 03:30:00,235225
2018-01-08 03:45:00,242896
2018-01-08 04:00:00,264628
2018-01-08 04:15:00,310651
2018-01-08 04:30:00,307774
2018-01-08 04:45:00,267505
2018-01-08 05:00:00,322476
2018-01-08 05:15:00,332450
2018-01-08 05:30:00,332450
2018-01-08 05:45:00,355721
2018-01-08 06:00:00,364302
2018-01-08 06:15:00,360547
2018-01-08 06:30:00,341768
2018-01-08 06:45:00,356791
2018-01-08 07:00:00,398223
2018-01-08 07:15:00,371674
2018-01-08 07:30:00,383052
2018-01-08 07:45:00,345126
2018-01-08 08:00:00,398111
2018-01-08 08:15:00,354282
2018-01-08 08:30:00,376197
2018-01-08 08:45:00,372544
2018-01-08 09:00:00,376893
2018-01-08 09:15:00,433026
2018-01-08 09:30:00,420997
2018-01-08 09:45:00,408969
2018-01-08 10:00:00,416037
2018-01-08 10:15:00,441252
2018-01-08 10:30:00,462264
2018-01-08 10:45:00,428644
2018-01-08 11:00:00,459998
2018-01-08 11:15:00,434907
2018-01-08 11:30:00,447452
2018-01-08 11:45:00,418180
2018-01-08 12:00:00,401184
2018-01-08 12:15:00,459690
2018-01-08 12:30:00,384468
2018-01-08 12:45:00,397005
2018-01-08 13:00:00,368793
2018-01-08 13:15:00,422576
2018-01-08 13:30:00,364952
2018-01-08 13:45:00,399526
2018-01-08 14:00:00,451968
2018-01-08 14:15:00,422400
2018-01-08 14:30:00,430848
2018-01-08 14:45:00,451968
2018-01-08 15:00:00,382000
2018-01-08 15:15:00,389640
2018-01-08 15:30:00,366720
2018-01-08 15:45:00,370540
2018-01-08 16:00:00,395136
2018-01-08 16:15:00,423948
2018-01-08 16:30:00,436296
2018-01-08 16:45:00,423948
2018-01-08 17:00:00,420665
2018-01-08 17:15:00,429250
2018-01-08 17:30:00,459297
2018-01-08 17:45:00,403495
2018-01-08 18:00:00,439042
2018-01-08 18:15:00,381597
2018-01-08 18:30:00,389804
2018-01-08 18:45:00,385700
2018-01-08 19:00:00,528759
2018-01-08 19:15:00,461462
2018-01-08 19:30:00,451848
2018-01-08 19:45:00,437427
2018-01-08 20:00:00,469953
2018-01-08 20:15:00,397323
2018-01-08 20:30:00,465680
2018-01-08 20:45:00,393051
2018-01-08 21:00:00,350477
2018-01-08 21:15:00,368358
2018-01-08 21:30:00,325443
2018-01-08 21:45:00,386240
2018-01-08 22:00:00,383968
2018-01-08 22:15:00,387660
2018-01-08 22:30:00,361816
2018-01-08 22:45:00,343356
2018-01-08 23:00:00,365959
2018-01-08 23:15:00,348194
2018-01-08 23:30:00,337535
2018-01-08 23:45:00,333982
2018-01-09 00:00:00,315798
2018-01-09 00:15:00,276699
2018-01-09 00:30:00,330836
2018-01-09 00:45:00,303767
2018-01-09 01:00:00,292066
2018-01-09 01:15:00,275053
2018-01-09 01:30:00,275053
2018-01-09 01:45:00,283560
2018-01-09 02:00:00,275264
2018-01-09 02:15:00,311168
2018-01-09 02:30:00,329120
2018-01-09 02:45:00,323136
2018-01-09 03:00:00,295390
2018-01-09 03:15:00,249320
2018-01-09 03:30:00,292680
2018-01-09 03:45:00,271000
2018-01-09 04:00:00,295162
2018-01-09 04:15:00,306852
2018-01-09 04:30:00,318541
2018-01-09 04:45:00,312696
2018-01-09 05:00:00,315115
2018-01-09 05:15:00,279775
2018-01-09 05:30:00,291555
2018-01-09 05:45:00,270940
2018-01-09 06:00:00,333132
2018-01-09 06:15:00,344115
2018-01-09 06:30:00,380723
2018-01-09 06:45:00,358758
2018-01-09 07:00:00,375229
2018-01-09 07:15:00,343370
2018-01-09 07:30:00,332750
2018-01-09 07:45:00,368149
2018-01-09 08:00:00,380452
2018-01-09 08:15:00,388814
2018-01-09 08:30:00,434803
2018-01-09 08:45:00,413899
2018-01-09 09:00:00,400140
2018-01-09 09:15:00,454896
2018-01-09 09:30:00,450684
2018-01-09 09:45:00,383292
2018-01-09 10:00:00,447720
2018-01-09 10:15:00,460512
2018-01-09 10:30:00,413608
2018-01-09 10:45:00,443456
2018-01-09 11:00:00,440170
2018-01-09 11:15:00,401709
2018-01-09 11:30:00,444444
2018-01-09 11:45:00,388888
2018-01-09 12:00:00,453200
2018-01-09 12:15:00,391400
2018-01-09 12:30:00,444960
2018-01-09 12:45:00,428480
2018-01-09 13:00:00,402990
2018-01-09 13:15:00,366720
2018-01-09 13:30:00,394930
2018-01-09 13:45:00,398960
2018-01-09 14:00:00,330057
2018-01-09 14:15:00,372645
2018-01-09 14:30:00,365547
2018-01-09 14:45:00,347802
2018-01-09 15:00:00,440737
2018-01-09 15:15:00,380636
2018-01-09 15:30:00,420703
2018-01-09 15:45:00,376629
2018-01-09 16:00:00,420392
2018-01-09 16:15:00,412534
2018-01-09 16:30:00,412534
2018-01-09 16:45:00,404676
2018-01-09 17:00:00,414414
2018-01-09 17:15:00,455400
2018-01-09 17:30:00,450846
2018-01-09 17:45:00,437184
2018-01-09 18:00:00,438253
2018-01-09 18:15:00,478094
2018-01-09 18:30:00,429399
2018-01-09 18:45:00,460387
2018-01-09 19:00:00,437622
2018-01-09 19:15:00,428957
2018-01-09 19:30:00,454954
2018-01-09 19:45:00,446288
2018-01-09 20:00:00,468223
2018-01-09 20:15:00,468223
2018-01-09 20:30:00,424051
2018-01-09 20:45:00,463806
2018-01-09 21:00:00,352051
2018-01-09 21:15:00,374054
2018-01-09 21:30:00,392390
2018-01-09 21:45:00,388723
2018-01-09 22:00:00,366240
2018-01-09 22:15:00,314414
2018-01-09 22:30:00,335144
2018-01-09 22:45:00,359330
2018-01-09 23:00:00,291225
2018-01-09 23:15:00,288192
2018-01-09 23:30:00,309427
2018-01-09 23:45:00,318528
2018-01-10 00:00:00,291634
2018-01-10 00:15:00,288688
2018-01-10 00:30:00,303417
2018-01-10 00:45:00,300471
2018-01-10 01:00:00,309582
2018-01-10 01:15:00,300982
2018-01-10 01:30:00,278050
2018-01-10 01:45:00,298116
2018-01-10 02:00:00,282755
2018-01-10 02:15:00,277614
2018-01-10 02:30:00,257050
